OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,CANCER,RESP,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_CANCER,D5_CANCER,D2_RESP,D5_RESP,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_CANCER,P_RESP,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_CANCER,P_D5_CANCER,P_D2_RESP,P_D5_RESP,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
5613,6037104401,California,CA,Los Angeles,9,3066,3066,1858,617,662,1327,0.715264188,0.263105812,2963,0.96640574,1423,0.464122635,58,0.043707611,94,0.152350081,867,0.466630786,179,0.058382257,335,0.109262883,0.188717949,8.664321918,78.8323,0.26345681,30,0.4,353.8155633,1675.536491,482,0.728096677,0.088499984,0.44683355,10.33192362,0,1.39803E-07,35.04794521,12.89218481,62.94324853,23.15331149,39.33953034,14.47081966,30.0410959,11.0504441,40.77005872,14.99703128,39.33953033,14.47081968,65.80430528,24.20573474,65.80430528,24.20573474,37.90900196,13.94460806,48.63796477,17.89119524,57.93639922,21.31157081,0,0,2.145792564,0.789317437,90,88,93,82,32,81,95,54,33,64,49,88,55,42,57,55,92,92,53,68,81,0,3,71,76,96,95,76,80,86,85,86,87,78,82,97,96,97,96,75,80,85,87,93,93,0,0,6,7,681117,0,0,0,7,10,0.038394623,6.66728E-05
5614,6037104403,California,CA,Los Angeles,9,2724,2668,1944,578,648,1472,0.654588455,0.235294249,2681,0.984214391,867,0.324962519,128,0.086956522,89,0.153979239,848,0.436213992,132,0.04845815,491,0.180249633,0.174358974,8.727848767,78.28345,0.275285718,30,0.4,357.9629204,4100.102055,418,0.645061728,0.094282317,0.528847557,8.349745793,0,7.18102E-05,32.72942273,11.76471245,56.94919556,20.47059967,37.31154194,13.41177219,27.49271511,9.882358458,37.31154194,13.41177219,36.00236501,12.9411837,64.80425701,23.29413066,56.94919556,20.47059967,36.00236501,12.9411837,46.47578028,16.70589168,48.43954565,17.41177443,0,0,11.78259218,4.235296483,82,82,96,62,75,81,94,39,71,49,50,87,57,42,57,55,99,87,55,71,74,0,18,69,73,93,93,74,78,81,82,83,85,74,79,97,95,93,92,72,77,82,85,87,88,0,0,34,37,693083,0,0,0,7,7,0.048327447,6.78374E-05
5615,6037104404,California,CA,Los Angeles,9,3413,3395,2115,745,763,1646,0.704772621,0.267597677,3336,0.977439203,1467,0.432106038,163,0.099027947,93,0.124832215,1039,0.491252955,177,0.051860533,389,0.113975974,0.190769231,8.692607397,78.67394,0.270571479,30,0.4,357.1281711,523.5052136,502,0.657929227,0.092054065,0.492461845,8.979038307,0,3.21044E-07,34.53385841,13.11228618,61.315218,23.28099791,39.46726678,14.98546991,29.60045008,11.23910243,40.1720394,15.25306759,38.76249414,14.71787224,51.44840131,19.53463043,62.01999062,23.54859558,38.05772152,14.45027456,49.33408345,18.7318374,53.56271917,20.33742346,0,0,2.114317862,0.802793031,88,89,94,78,82,75,96,44,36,66,49,87,56,42,57,55,73,88,54,70,76,0,3,71,77,95,95,76,82,85,86,86,88,77,83,90,92,95,95,75,81,85,88,90,92,0,0,6,7,539620,0,0,0,7,10,0.033447216,5.28202E-05
5616,6037104500,California,CA,Los Angeles,9,3119,3087,1884,626,643,1559,0.699662808,0.25966818,3049,0.977556909,1302,0.421768707,88,0.05644644,113,0.180511182,892,0.473460722,350,0.112215454,294,0.094260981,0.166153846,8.764150411,78.13621,0.277136933,30,0.4,367.3169082,681.2937221,512,0.796267496,0.099875832,0.61666027,8.954551401,0,1.26347E-05,34.98314042,12.98340898,60.87066433,22.59113162,40.58044286,15.06075444,29.38583794,10.90606356,39.88078006,14.80108626,39.18111727,14.54141805,55.27336186,20.51378618,67.1676296,24.92814523,39.88078008,14.80108623,52.47471063,19.47511346,53.17437344,19.73478164,0,0,6.996628084,2.596681795,87,87,94,77,47,85,96,96,24,38,50,87,58,42,57,56,79,96,57,75,76,0,10,71,76,95,95,77,82,84,85,85,87,77,82,92,93,98,96,77,82,87,89,90,92,0,0,20,23,531002,0,0,0,7,10,0.034152316,5.19717E-05
5617,6037104610,California,CA,Los Angeles,9,3274,3219,2109,680,737,1506,0.68857433,0.255134605,3212,0.98106292,1275,0.396085741,22,0.014608234,124,0.182352941,1033,0.489805595,209,0.063836286,386,0.117898595,0.192820513,8.732300274,78.56186,0.276040528,30,0.4,364.3144893,226.9316427,497,0.674355495,0.099834529,0.611691636,9.207751087,0,4.24225E-06,34.42871652,12.75673024,59.90596675,22.19671061,39.24873681,14.54267249,28.92012186,10.71565341,39.24873681,14.54267249,38.5601625,14.28753787,34.42871652,12.75673024,61.28311541,22.70697982,39.24873684,14.54267247,50.95450045,18.87996075,53.02022344,19.64536457,0,0,4.131445983,1.530807628,86,86,95,73,5,86,96,62,39,68,50,87,57,42,57,56,50,89,57,74,77,0,6,71,76,95,94,76,81,83,84,85,87,77,82,73,78,95,95,76,81,86,88,90,91,0,0,12,14,592138,0,0,0,6,9,0.035074198,5.79585E-05
5618,6037104620,California,CA,Los Angeles,9,3490,3419,2268,702,702,1764,0.707274451,0.255977865,3424,0.981088825,1482,0.433460076,112,0.063492063,50,0.071225071,1235,0.544532628,257,0.073638968,387,0.110888252,0.167179487,8.748255616,78.35782,0.276858499,30,0.4,366.8557462,53.67062849,557,0.793447293,0.100629351,0.628536674,9.304280725,0,7.5368E-06,35.36372253,12.79889326,61.5328772,22.27007427,41.02191816,14.84671617,29.70552694,10.75107033,40.31464371,14.59073831,39.60736924,14.33476045,9.901842309,3.583690112,67.89834726,24.57387506,40.31464369,14.59073831,53.0455838,19.19833989,54.4601327,19.71029562,0,0,5.658195605,2.047822921,89,87,95,78,55,55,98,74,34,40,50,87,58,42,57,56,14,96,57,75,77,0,8,72,76,96,94,78,81,85,84,86,87,78,82,28,30,98,96,77,82,88,89,91,92,0,0,16,19,531171,0,0,0,6,9,0.034152601,5.19894E-05
5619,6037104701,California,CA,Los Angeles,9,3812,3788,2170,871,919,1641,0.830560637,0.318340006,3760,0.986358867,2556,0.674762408,138,0.084095064,121,0.138920781,1123,0.517511521,150,0.039349423,285,0.074763903,0.176410256,8.655278356,79.15412,0.265241358,30,0.4,356.3477163,208.0172045,622,0.676822633,0.095269985,0.52238032,9.107903814,0,4.72135E-08,40.69747122,15.59866029,73.08933607,28.01392052,45.68083504,17.50870033,34.88354675,13.37028025,47.34195631,18.14538034,45.68083504,17.50870032,39.03634995,14.96198028,73.91989671,28.33226052,45.68083504,17.50870032,58.96980524,22.60214042,63.95316906,24.51218045,0,0,1.661121274,0.636680012,98,95,96,97,73,78,97,26,14,51,49,88,55,42,57,55,47,89,55,71,77,0,2,76,82,99,98,82,86,91,90,91,92,83,88,78,84,99,98,83,88,92,93,96,96,0,0,5,5,550504,0,0,0,9,11,0.033951034,5.38883E-05
5620,6037104703,California,CA,Los Angeles,9,2367,2367,1380,573,670,1029,0.681875792,0.249867182,2183,0.92226447,1045,0.441487114,27,0.026239067,65,0.113438045,639,0.463043478,134,0.056611745,199,0.084072666,0.205128205,8.781353699,78.40263,0.262206245,30,0.4,375.8035446,52.79683489,228,0.340298507,0.114172656,0.910705303,11.57303559,0,5.37917E-06,34.7756654,12.74322629,59.32319392,21.73844484,36.82129277,13.49282783,28.63878326,10.49442164,38.86692014,14.24242937,38.18504436,13.9925622,9.54626109,3.498140549,41.59442332,15.24189811,42.27629911,15.49176529,55.91381496,20.48910893,57.95944233,21.23871048,0,0,4.773130545,1.749070274,85,85,85,79,13,71,95,52,18,79,51,87,54,42,57,56,14,61,62,82,85,0,7,71,76,94,94,74,78,83,84,85,86,76,81,27,30,80,83,79,84,90,91,93,93,0,0,14,16,1168239,0,0,2,6,8,0.047044859,0.000114341
5621,6037104704,California,CA,Los Angeles,9,4487,4403,2502,1209,1272,1910,0.75002684,0.253375312,4234,0.943614887,2450,0.556438792,59,0.030890052,164,0.135649297,863,0.344924061,274,0.0610653,455,0.101404056,0.198974359,8.708284932,78.82143,0.271959507,30,0.4,365.9177312,10.7186411,67,0.052672956,0.104784322,0.665740933,9.010618783,0,6.27079E-08,36.75131514,12.4153903,66.00236188,22.29702747,42.75152988,14.44239278,31.50112728,10.6417631,42.75152988,14.44239278,42.00150302,14.18901748,3.000107358,1.013501249,18.00064415,6.081007492,44.25158354,14.94914342,57.00203981,19.25652372,57.00203981,19.25652372,0,0,1.500053679,0.506750624,93,86,88,91,18,77,87,58,29,74,49,88,57,42,57,56,4,24,59,76,76,0,2,73,75,98,95,79,80,88,84,88,86,80,82,10,10,48,47,82,82,91,89,92,91,0,0,4,4,1663127,0,0,0,7,8,0.051493127,0.000162791
5622,6037104821,California,CA,Los Angeles,9,3514,3420,2366,716,753,1564,0.674350551,0.253631311,3381,0.962151394,1322,0.386549708,107,0.068414322,97,0.13547486,1123,0.474640744,195,0.055492316,385,0.109561753,0.203076923,8.846812603,77.59407,0.279114209,30,0.4,364.5499776,306.0575064,462,0.613545817,0.115874136,0.96812124,13.09713057,0,1.28203E-05,35.06622865,13.18882819,57.99414739,21.81229278,39.11233196,14.71061604,28.32272314,10.65251506,38.43798141,14.45698473,37.76363086,14.20335344,40.46103306,15.21787869,57.31979684,21.55866147,42.48408471,15.97877262,55.97109573,21.05139885,59.34284849,22.31955541,0,0,6.74350551,2.536313114,84,86,92,72,59,77,96,50,33,77,52,86,58,42,57,56,60,85,63,83,88,0,10,71,77,94,94,76,81,82,84,84,87,76,82,80,84,93,93,80,85,90,91,94,94,0,0,20,23,531802,0,0,1,8,10,0.03415534,5.20445E-05
5623,6037104822,California,CA,Los Angeles,9,2668,2668,1684,645,658,1284,0.747188906,0.35658282,2634,0.987256372,1353,0.507121439,117,0.091121495,212,0.328682171,841,0.499406176,149,0.055847076,323,0.121064468,,8.861528219,77.40658,0.279564771,30,0.4,321.5668596,3686.529318,205,0.311550152,0.11373762,0.928309543,12.7018621,0,1.83199E-05,39.60101199,18.89888947,64.25824588,30.66612254,43.33695655,20.68180356,31.38193405,14.97647844,42.58976764,20.32522074,40.3482009,19.25547229,73.22451274,34.94511638,43.33695652,20.68180357,46.32571214,22.10813485,61.26949025,29.23979126,65.75262369,31.37928818,0,0,8.966266867,4.278993843,93,97,96,86,77,97,97,50,41,,53,86,58,42,57,54,98,58,62,82,88,0,12,75,88,97,99,80,91,88,92,88,94,79,90,99,99,81,92,84,94,94,97,97,99,0,0,26,37,604352,0,0,0,9,11,0.041567176,5.91439E-05
5624,6037104823,California,CA,Los Angeles,9,3346,3346,1900,697,732,1406,0.743873282,0.267910477,3285,0.981769277,1693,0.505977286,62,0.044096728,129,0.18507891,782,0.411578947,322,0.09623431,228,0.068141064,0.192820513,8.820315616,77.96865,0.277236353,30,0.4,382.3100531,2.376144583,429,0.586065574,0.115409648,0.956616013,11.28295477,0,9.64153E-06,38.68141064,13.9313448,64.71697549,23.30821149,43.14465036,15.53880767,31.24267784,11.25224003,42.40077707,15.27089719,42.40077705,15.27089718,0.743873282,0.267910477,61.74148237,22.23656958,46.86401674,16.87836004,61.74148237,22.23656958,62.48535565,22.50448006,0,0,6.694859534,2.411194292,93,89,95,86,32,86,92,91,11,68,52,87,58,42,57,57,1,83,63,83,84,0,9,74,78,97,95,80,83,88,86,88,88,81,84,3,3,95,94,84,86,94,93,95,94,0,0,19,22,531333,0,0,0,8,9,0.034150716,5.2E-05
5625,6037104824,California,CA,Los Angeles,9,2781,2781,1871,535,535,1415,0.600323625,0.17588951,2755,0.990650845,584,0.209996404,32,0.022614841,13,0.024299065,804,0.429716729,189,0.067961165,336,0.120819849,0.192820513,8.820315616,77.96865,0.277236353,30,0.4,379.7398789,154.7570637,360,0.672897196,0.113947632,0.92726399,10.7028534,0,7.75351E-06,31.21682848,9.146254545,52.22815534,15.30238741,34.81877025,10.20159158,25.21359225,7.38735942,34.21844662,10.02570207,34.2184466,10.0257021,22.81229773,6.683801398,53.42880259,15.65416643,37.22006472,10.90514965,49.22653722,14.42293986,49.22653722,14.42293986,0,0,4.802588997,1.407116084,74,65,97,40,10,26,93,68,41,68,52,87,58,42,57,57,38,89,62,82,82,0,8,68,65,90,83,72,69,76,71,79,76,72,70,55,52,90,84,74,71,85,80,87,83,0,0,14,12,592028,0,0,0,4,4,0.035075112,5.79417E-05
5626,6037106010,California,CA,Los Angeles,9,3494,3487,2370,902,947,1816,0.459465766,0.117407343,2838,0.812249571,372,0.106681962,95,0.052312775,57,0.063192905,415,0.175105485,375,0.107326846,436,0.124785346,0.18974359,8.154691233,81.27637,0.188932507,30,0.4,122.2452314,471.5268115,106,0.111932418,0.059014165,0.24298301,6.056610667,0,2.40535E-08,18.83809641,4.813701076,41.35191895,10.5666609,16.08130181,4.109257005,19.29756217,4.931108406,26.18954866,6.692218551,18.37863065,4.696293732,32.6220694,8.335921375,16.08130181,4.109257016,17.00023335,4.344071702,24.35168561,6.222589195,28.4868775,7.279255285,0,0,0.459465766,0.117407343,51,40,68,14,42,51,63,94,43,65,41,90,35,42,57,40,71,35,37,53,62,0,1,50,42,80,69,42,36,63,58,70,66,47,40,70,61,44,34,45,39,56,49,64,57,0,0,0,0,2517807,0,0,1,1,0,0.075077059,0.000246629
5627,6037106020,California,CA,Los Angeles,9,4790,4790,3547,1295,1339,2680,0.564613779,0.172589518,4139,0.864091858,1270,0.265135699,302,0.112686567,96,0.074131274,883,0.248942769,101,0.021085595,708,0.147807933,0.162051282,8.187465205,81.39218,0.18932694,30,0.4,136.2394526,111.1628826,639,0.477221807,0.061908202,0.170214424,4.618764401,0,2.92788E-08,23.71377871,7.248759767,51.37985386,15.70564616,19.76148226,6.04063313,23.71377872,7.248759756,32.1829854,9.837602526,23.14916493,7.076170248,15.8091858,4.832506511,41.21680585,12.59903483,22.01993737,6.730991212,22.01993737,6.730991212,29.92453027,9.147244467,0,0,0.564613779,0.172589518,68,64,75,52,88,56,75,8,56,33,42,91,35,42,57,41,28,73,39,39,53,0,1,58,57,89,84,49,49,72,70,77,76,57,56,41,40,79,75,54,54,52,52,66,66,0,0,0,0,2010764,7144,0,0,1,1,0.0708757,0.000197653
5628,6037106111,California,CA,Los Angeles,9,4694,4694,3349,1396,1450,2421,0.441414572,0.13296596,3493,0.744141457,651,0.138687686,164,0.067740603,90,0.064469914,701,0.209316214,160,0.034086067,719,0.153174265,0.184615385,8.186474795,81.68046,0.146937411,30,0.3,141.9352561,119.9737179,187,0.128965517,0.065036863,0.132640448,2.591486713,0,2.85908E-08,18.53941202,5.584570336,40.16872603,12.09990239,10.15253516,3.05821708,18.53941202,5.58457032,7.504047724,2.26042132,18.09799744,5.451604376,13.24243715,3.988978811,16.33233916,4.919740534,18.09799744,5.451604376,12.35960801,3.723046891,14.56668087,4.387876693,0,0,0.441414572,0.13296596,48,48,60,23,59,52,69,20,59,60,42,91,23,42,17,41,30,37,41,28,33,0,1,50,47,79,74,29,29,62,62,39,39,47,45,35,34,45,40,47,47,34,34,38,38,0,0,0,0,2774241,12394,0,0,0,0,0.085801893,0.000272942
5629,6037106112,California,CA,Los Angeles,9,5167,5026,3717,1384,1416,2834,0.540382252,0.136062299,4327,0.837429843,1223,0.24333466,101,0.035638673,70,0.050578035,568,0.152811407,157,0.030385136,684,0.132378556,0.197948718,8.322485753,81.05093,0.197532627,30,0.4,185.6534175,116.1578462,448,0.316384181,0.067180949,0.151097301,4.784977455,0,4.04649E-08,23.23643681,5.850678837,48.63440264,12.24560687,20.53452558,5.170367362,22.69605458,5.714616558,30.80178836,7.755551043,24.31720132,6.122803434,15.67108529,3.945806658,31.88255284,8.027675614,22.69605456,5.714616539,18.37299655,4.62611815,29.18064158,7.347364121,0,0,1.080764503,0.272124597,65,49,72,47,23,44,59,16,47,73,43,90,38,42,57,45,29,59,42,34,54,0,2,57,49,87,75,51,44,70,62,75,69,59,50,41,33,69,58,55,48,46,40,65,57,0,0,3,2,3228478,0,0,2,1,0,0.150108655,0.00031617
5630,6037106113,California,CA,Los Angeles,9,3797,3706,2704,992,1032,1948,0.517789949,0.15867835,3177,0.836713195,737,0.198866703,147,0.075462012,101,0.101814516,654,0.241863905,108,0.028443508,465,0.122465104,0.175384615,8.320535068,80.89679,0.215621063,30,0.4,191.7479009,921.6098104,205,0.198643411,0.069258094,0.163539208,7.072651507,0,6.65003E-08,22.26496779,6.823169066,46.60109538,14.28105153,22.26496781,6.82316905,21.74717786,6.6644907,29.51402709,9.04466595,23.30054769,7.140525766,43.49435569,13.32898143,23.81833764,7.299204117,22.26496779,6.823169066,19.1582281,5.871098963,34.69192656,10.63144947,0,0,1.035579897,0.317356701,61,58,72,38,66,68,74,14,42,50,43,90,43,42,57,45,84,46,43,37,67,0,2,56,55,85,81,54,54,68,67,73,74,57,56,83,80,58,55,54,55,47,47,73,72,0,0,3,2,1443463,0,0,0,2,2,0.060241994,0.000141362
5631,6037106114,California,CA,Los Angeles,9,6658,6658,3852,1672,1767,3214,0.706593572,0.231970221,6315,0.948483028,3094,0.464704115,189,0.058805227,167,0.099880383,1300,0.33748702,540,0.081105437,614,0.092219886,0.198974359,8.357710137,80.73878,0.224914139,30,0.4,206.4544198,1766.55123,472,0.267119411,0.069355811,0.180148287,8.080019315,0,8.8698E-08,31.09011715,10.20668971,63.59342145,20.87731987,31.79671074,10.43865994,29.67693002,9.742749282,40.2758336,13.2223026,32.5033043,10.67063016,65.00660859,21.34126031,37.4494593,12.2944217,30.38352358,9.974719494,29.67693001,9.742749273,50.87473716,16.7018559,0,0,1.413187143,0.463940442,88,82,89,82,50,67,86,82,23,74,44,90,45,42,57,46,92,53,43,42,72,0,2,68,69,97,93,68,70,85,81,86,84,70,72,97,94,76,74,65,68,64,66,89,87,0,0,4,4,1011120,3298,0,0,5,5,0.052180742,9.93402E-05
5632,6037106403,California,CA,Los Angeles,9,3501,3463,2334,853,891,1707,0.647917228,0.214641926,3273,0.93487575,1250,0.360958706,52,0.0304628,38,0.044548652,1066,0.45672665,239,0.06826621,393,0.112253642,0.180512821,8.317285205,80.61649,0.207365212,30,0.4,156.9232734,147.9959901,699,0.784511785,0.066002243,0.296298465,10.05463426,0,4.28748E-08,27.86044081,9.229602804,58.31255052,19.31777331,26.56460635,8.800318966,27.21252358,9.014960892,36.931282,12.23458978,27.21252358,9.014960879,23.32502021,7.727109325,61.55213667,20.39098294,26.56460635,8.800318953,38.22711646,12.66387362,51.83337824,17.17135405,0,0,1.295834456,0.429283851,81,77,87,68,17,40,95,68,35,56,43,90,41,42,57,42,36,95,41,59,80,0,2,64,65,94,91,61,63,80,78,82,82,63,66,55,58,95,92,60,64,74,75,89,88,0,0,4,3,1105644,0,0,1,5,4,0.043567761,0.000108278
5633,6037106405,California,CA,Los Angeles,9,4405,4329,2902,1179,1217,2045,0.611384903,0.223821677,3688,0.83723042,1669,0.385539386,152,0.074327628,114,0.096692112,1067,0.367677464,301,0.068331442,398,0.090351873,0.194871795,8.240054247,80.90956,0.197547642,30,0.4,132.5147741,687.4901623,126,0.103533279,0.06044694,0.462701863,7.352905007,0,2.65029E-08,25.67816592,9.40051043,55.02464125,20.14395092,23.23262631,8.505223726,25.67816593,9.400510434,34.84893947,12.75783559,24.45539611,8.952867076,48.29940732,17.68191248,20.78708669,7.609937015,23.2326263,8.505223723,41.57417339,15.21987403,42.18555829,15.44369571,0,0,0.611384903,0.223821677,75,79,72,72,65,66,88,68,22,70,42,90,38,42,57,40,79,34,38,68,69,0,1,61,66,92,92,56,62,77,80,80,83,59,66,88,89,53,56,56,62,78,82,81,85,0,0,0,2,1171734,0,0,0,4,6,0.044021014,0.000114762
5634,6037106406,California,CA,Los Angeles,9,6360,6344,4320,1806,1967,3595,0.550131754,0.169669782,5139,0.808018868,1854,0.292244641,93,0.025869263,110,0.060908084,1323,0.30625,434,0.068238994,867,0.136320755,0.163076923,8.16250411,80.81878,0.213694949,30,0.4,119.4888427,622.9397366,399,0.202846975,0.056755254,0.589162426,5.853102401,0,2.42865E-05,22.55540192,6.956461068,49.51185788,15.27028039,23.10553367,7.126130844,23.10553367,7.126130844,31.35750998,9.671177574,22.00527017,6.786791286,42.36014508,13.06457322,25.85619245,7.974479761,19.80474315,6.108112157,40.70974982,12.55556388,33.55803701,10.34985671,0,0,7.151712805,2.205707168,66,63,68,56,13,50,83,68,50,34,41,90,42,42,57,40,77,47,36,74,61,0,13,56,55,88,83,56,55,71,70,76,76,55,54,82,79,61,58,50,51,77,75,72,71,0,0,21,20,2012822,916,0,0,2,1,0.064575349,0.000197247
5635,6037106407,California,CA,Los Angeles,9,2558,2398,1597,831,924,1125,0.727966555,0.278591517,2249,0.879202502,1383,0.576730609,92,0.081777778,112,0.134777377,635,0.397620539,97,0.03792025,415,0.162236122,0.202051282,8.285971507,80.90166,0.198898607,30,0.4,146.4138006,570.4651866,39,0.042207792,0.064593208,0.210060876,9.659373332,0,3.88985E-08,31.30256188,11.97943522,65.51698999,25.07323651,27.66272909,10.58647765,30.57459531,11.70084371,41.49409363,15.87971647,30.57459533,11.7008437,54.59749165,20.89436376,15.28729766,5.850421852,29.84662877,11.42225219,35.67036121,13.65098432,57.50935788,22.00872982,0,0,1.455933111,0.557183034,91,90,78,92,71,77,91,24,63,76,43,90,38,42,57,42,75,21,41,49,79,0,2,68,74,97,97,62,70,87,87,87,89,68,75,92,93,42,46,64,73,71,78,93,94,0,0,4,5,232136,0,0,1,5,5,0.019331634,2.27347E-05
5636,6037106408,California,CA,Los Angeles,9,3749,3705,2044,990,1085,1732,0.724614931,0.22400548,3630,0.968258202,1782,0.48097166,70,0.040415704,156,0.157575758,455,0.22260274,467,0.124566551,149,0.039743932,0.218461538,8.262566575,80.87841,0.197078573,30,0.4,138.614086,1231.67508,144,0.132718894,0.062788739,0.219731668,7.819105703,0,3.27152E-08,31.15844204,9.632235641,65.21534379,20.1604932,27.53536738,8.51220824,30.4338271,9.40823016,41.30305107,12.76831236,29.70921217,9.184224681,63.76611393,19.71248224,27.53536738,8.512208241,28.25998231,8.736213721,36.23074655,11.200274,51.4476601,15.90438908,0,0,1.449229862,0.44801096,91,79,93,84,28,82,71,97,3,88,43,90,38,42,57,41,88,38,39,50,71,0,2,68,67,97,92,62,62,86,80,87,83,67,67,96,92,63,60,63,63,72,71,89,86,0,0,4,4,229070,0,0,0,5,5,0.019145994,2.24353E-05
5637,6037106510,California,CA,Los Angeles,9,5738,5315,3750,1625,1724,2968,0.58871067,0.158756512,4992,0.869989543,1634,0.307431797,246,0.082884097,144,0.088615385,773,0.206133333,326,0.056814221,528,0.092018125,0.108717949,8.113389589,80.3192,0.231561215,30,0.4,121.9936241,870.0551816,134,0.077726218,0.053902607,1.04770735,5.934831335,0,4.44719E-05,24.13713747,6.509016996,52.39524964,14.12932958,27.66940149,7.461556064,24.72584814,6.667773504,33.55650819,9.049121184,23.5484268,6.350260484,48.86298562,13.1767905,17.6613201,4.762695363,20.01616278,5.397721411,49.45169629,13.33554702,35.91135088,9.684147238,0,0,9.419370722,2.540104194,72,58,76,59,72,63,69,52,23,2,41,89,47,42,57,40,83,30,34,84,61,0,16,59,53,90,80,62,57,75,68,78,74,57,51,88,79,47,39,51,47,85,77,74,68,0,0,27,23,5782012,8398,0,1,3,1,0.114855603,0.000567183
5638,6037106520,California,CA,Los Angeles,9,5861,5836,3882,1422,1501,2992,0.620647949,0.166901161,5579,0.951885344,1689,0.289410555,142,0.047459893,117,0.082278481,1055,0.27176713,282,0.048114656,646,0.110220099,0.143589744,8.281103014,80.37862,0.236244851,30,0.4,305.9711809,91.67270225,647,0.431045969,0.060587155,0.691505057,12.20072716,0,6.76134E-05,26.68786183,7.176749907,55.2376675,14.8542033,29.79110155,8.011255728,26.06721386,7.009848762,35.37693309,9.513366177,32.89434132,8.845761514,14.89555079,4.005627855,42.82470851,11.51618008,23.58462208,6.342244104,47.78989211,12.85138937,53.37572366,14.35349981,0,0,11.17166309,3.004220891,77,61,90,56,36,60,78,39,34,16,43,89,48,42,57,53,24,69,38,77,86,0,18,62,56,92,82,65,60,78,69,81,75,71,65,39,34,81,72,56,52,84,76,90,82,0,0,32,27,2205882,0,0,4,5,2,0.060255158,0.000216034
